1	0.790794979
2	0.457531381
3	0.583682008
4	0.374686192
5	0.372803347
6	0.25041841
7	0.126150628
8	0.041422594
9	0.416108787
10	0.293723849
11	0.165690377
13	0.082845188
14	0.043305439
15	0.126150628
16	0.126150628
17	0.165690377
18	0.082845188
19	0.126150628
20	0.084728033
21	0.126150628
24	0.165690377
25	0.043305439
28	0.041422594
29	0.043305439
30	0.082845188
31	0.043305439
32	0.043305439
35	0.124267782
37	0.080962343
39	0.043305439
41	0.043305439
43	0.043305439
45	0.082845188
47	0.082845188
48	0.082845188
51	0.043305439
57	0.041422594
60	0.043305439
